Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,family_size,cabin_multiple,name_title,norm_fare,is_alone,title_grouped,age_missing,age_group,fare_per_person,fare_group,cabin_known,cabin_deck,ticket_prefix,ticket_has_letters,sex_pclass,age_class
1,1,female,,1,0,S,2,1,Mrs,3.967694202798607,0,Mrs,1,adult,1.9838471013993035,very_high,1,D,NONE,0,female_1,28.5
0,3,male,24.0,0,0,S,1,0,Mr,2.0856720914304723,1,Mr,0,adult,2.0856720914304723,low,0,Unknown,SOTON/O.Q.,1,male_3,72.0
1,3,male,24.0,0,0,S,1,0,Mr,2.0969990034181696,1,Mr,0,adult,2.0969990034181696,low,0,Unknown,C,1,male_3,72.0
1,2,female,4.0,2,1,S,4,1,Miss,3.6888794541139363,0,Miss,0,child,0.9222198635284841,very_high,1,F,NONE,0,female_2,8.0
1,2,female,28.0,0,0,S,1,0,Ms,2.6390573296152584,1,Miss,0,adult,2.6390573296152584,medium,0,Unknown,NONE,0,female_2,56.0
0,2,male,18.0,0,0,S,1,0,Mr,4.310799125385514,1,Mr,0,teen,4.310799125385514,very_high,0,Unknown,S.O.C.,1,male_2,36.0
1,3,female,27.0,0,2,S,3,0,Mrs,2.495953738718064,0,Mrs,0,adult,0.831984579572688,medium,0,Unknown,NONE,0,female_3,81.0
0,1,male,,0,0,C,1,0,Dr,3.703768066607687,1,Rare,1,adult,3.703768066607687,very_high,0,Unknown,NONE,0,male_1,28.5
0,3,male,14.0,5,2,S,8,0,Mr,3.8691155044168695,0,Mr,0,teen,0.4836394380521087,very_high,0,Unknown,CA,1,male_3,42.0
1,2,female,28.0,1,0,C,2,0,Mrs,3.2188758248682006,0,Mrs,0,adult,1.6094379124341003,high,0,Unknown,P/PP,1,female_2,56.0
0,3,male,22.0,0,0,S,1,0,Mr,2.336986519711378,1,Mr,0,adult,2.336986519711378,medium,0,Unknown,PP,1,male_3,66.0
1,1,male,37.0,1,1,S,3,1,Mr,3.9806942251907276,0,Mr,0,middle_age,1.326898075063576,very_high,1,D,NONE,0,male_1,37.0
0,3,male,47.0,0,0,S,1,0,Mr,2.1102132003465894,1,Mr,0,middle_age,2.1102132003465894,low,0,Unknown,A/5,1,male_3,141.0
0,3,male,,0,0,S,1,0,Mr,2.740840023925201,1,Mr,1,adult,2.740840023925201,high,0,Unknown,NONE,0,male_3,85.5
0,2,male,28.0,0,0,S,1,0,Mr,2.6390573296152584,1,Mr,0,adult,2.6390573296152584,medium,0,Unknown,NONE,0,male_2,56.0
0,3,male,36.0,1,1,S,3,0,Mr,3.224857896545748,0,Mr,0,middle_age,1.074952632181916,high,0,Unknown,NONE,0,male_3,108.0
1,3,male,20.0,0,0,C,1,0,Mr,2.1076888046179385,1,Mr,0,adult,2.1076888046179385,low,0,Unknown,NONE,0,male_3,60.0
1,2,female,55.0,0,0,S,1,0,Mrs,2.833213344056216,1,Mrs,0,middle_age,2.833213344056216,high,0,Unknown,NONE,0,female_2,110.0
0,3,female,,3,1,S,5,0,Miss,3.275887339030031,0,Miss,1,adult,0.6551774678060063,high,0,Unknown,NONE,0,female_3,85.5
0,3,male,22.0,0,0,S,1,0,Mr,2.094945728215801,1,Mr,0,adult,2.094945728215801,low,0,Unknown,STON/O,1,male_3,66.0
0,2,female,57.0,0,0,S,1,1,Mrs,2.4423470353692043,1,Mrs,0,middle_age,2.4423470353692043,medium,1,E,S.O./P.P.,1,female_2,114.0
0,3,male,29.0,1,0,S,2,0,Mr,2.0851502161468174,0,Mr,0,adult,1.0425751080734087,low,0,Unknown,NONE,0,male_3,87.0
0,3,male,26.0,2,0,S,3,0,Mr,2.2682524139135403,0,Mr,0,adult,0.7560841379711801,medium,0,Unknown,NONE,0,male_3,78.0
0,3,male,,0,0,S,1,0,Mr,2.2027647577118348,1,Mr,1,adult,2.2027647577118348,medium,0,Unknown,SOTON/OQ,1,male_3,85.5
1,1,female,39.0,1,0,S,2,1,Mrs,4.041295341132285,0,Mrs,0,middle_age,2.0206476705661425,very_high,1,E,NONE,0,female_1,39.0
0,3,male,32.0,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,0,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,96.0
1,3,female,30.0,0,0,S,1,0,Miss,2.600836116795061,1,Miss,0,adult,2.600836116795061,medium,0,Unknown,NONE,0,female_3,90.0
0,3,male,,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,1,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,85.5
1,3,female,18.0,0,0,S,1,0,Miss,2.139571923732859,1,Miss,0,teen,2.139571923732859,low,0,Unknown,NONE,0,female_3,54.0
1,2,female,24.0,1,2,S,4,0,Miss,4.189654742026425,0,Miss,0,adult,1.0474136855066063,very_high,0,Unknown,NONE,0,female_2,48.0
1,3,female,4.0,1,1,S,3,1,Miss,2.8735646395797834,0,Miss,0,child,0.9578548798599278,high,1,G,PP,1,female_3,12.0
1,3,female,22.0,0,0,S,1,0,Miss,2.1102132003465894,1,Miss,0,adult,2.1102132003465894,low,0,Unknown,C,1,female_3,66.0
1,3,female,,0,0,Q,1,0,Miss,2.1837114628556327,1,Miss,1,adult,2.1837114628556327,low,0,Unknown,NONE,0,female_3,85.5
0,2,male,23.0,0,0,S,1,0,Dr,2.4423470353692043,1,Rare,0,adult,2.4423470353692043,medium,0,Unknown,NONE,0,male_2,46.0
0,3,male,18.0,0,0,S,1,0,Mr,2.174274334826008,1,Mr,0,teen,2.174274334826008,low,0,Unknown,NONE,0,male_3,54.0
0,1,male,,0,0,S,1,0,Mr,3.4657359027997265,1,Mr,1,adult,3.4657359027997265,high,0,Unknown,NONE,0,male_1,28.5
0,3,male,33.0,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,0,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,99.0
1,2,female,8.0,0,2,S,3,0,Miss,3.305053521109253,0,Miss,0,child,1.1016845070364176,high,0,Unknown,C.A.,1,female_2,16.0
0,3,male,22.0,1,0,S,2,0,Mr,2.1102132003465894,0,Mr,0,adult,1.0551066001732947,low,0,Unknown,A/5,1,male_3,66.0
1,1,male,36.0,0,0,S,1,1,Mr,3.3100867049215847,1,Mr,0,middle_age,3.3100867049215847,high,1,E,PC,1,male_1,36.0
0,2,male,25.0,0,0,S,1,0,Mr,2.6390573296152584,1,Mr,0,adult,2.6390573296152584,medium,0,Unknown,NONE,0,male_2,50.0
1,3,male,19.0,0,0,S,1,0,Mr,2.2027647577118348,1,Mr,0,adult,2.2027647577118348,medium,0,Unknown,A/5.,1,male_3,57.0
0,3,female,,1,2,S,4,0,Miss,3.196630215920881,0,Miss,1,adult,0.7991575539802203,high,0,Unknown,W./C.,1,female_3,85.5
1,1,male,36.0,1,2,S,4,2,Mr,4.795790545596741,0,Mr,0,middle_age,1.1989476363991853,very_high,1,B,NONE,0,male_1,36.0
0,2,male,23.0,2,1,S,4,0,Mr,2.5257286443082556,0,Mr,0,adult,0.6314321610770639,medium,0,Unknown,NONE,0,male_2,46.0
0,3,female,29.0,0,4,S,5,0,Mrs,3.0944457464900235,0,Mrs,0,adult,0.6188891492980046,high,0,Unknown,NONE,0,female_3,87.0
1,3,female,1.0,1,1,S,3,0,Miss,2.495953738718064,0,Miss,0,child,0.831984579572688,medium,0,Unknown,NONE,0,female_3,3.0
0,3,male,35.0,0,0,C,1,0,Mr,2.1855792552411137,1,Mr,0,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,105.0
0,2,male,29.0,1,0,S,2,0,Mr,3.091042453358316,0,Mr,0,adult,1.545521226679158,high,0,Unknown,NONE,0,male_2,58.0
0,2,male,44.0,1,0,S,2,0,Mr,3.295836866004329,0,Mr,0,middle_age,1.6479184330021646,high,0,Unknown,NONE,0,male_2,88.0
0,1,male,36.0,1,0,S,2,1,Mr,4.380149874661021,0,Mr,0,middle_age,2.1900749373305106,very_high,1,C,NONE,0,male_1,36.0
0,3,male,,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,1,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,85.5
0,3,male,,0,0,Q,1,0,Mr,2.0731719286662407,1,Mr,1,adult,2.0731719286662407,low,0,Unknown,NONE,0,male_3,85.5
1,3,male,21.0,0,0,S,1,0,Mr,2.174274334826008,1,Mr,0,adult,2.174274334826008,low,0,Unknown,NONE,0,male_3,63.0
0,3,male,16.0,0,0,S,1,0,Mr,2.3513752571634776,1,Mr,0,teen,2.3513752571634776,medium,0,Unknown,NONE,0,male_3,48.0
1,2,female,6.0,0,1,S,2,0,Miss,3.5263605246161616,0,Miss,0,child,1.7631802623080808,very_high,0,Unknown,NONE,0,female_2,12.0
1,3,male,32.0,0,0,S,1,1,Mr,2.2027647577118348,1,Mr,0,adult,2.2027647577118348,medium,1,E,SOTON/O.Q.,1,male_3,96.0
0,1,male,38.0,0,0,S,1,0,Jonkheer,0.0,1,Rare,0,middle_age,0.0,low,0,Unknown,NONE,0,male_1,38.0
0,2,female,26.0,1,1,S,3,0,Mrs,3.295836866004329,0,Mrs,0,adult,1.0986122886681098,high,0,Unknown,NONE,0,female_2,52.0
1,1,female,54.0,1,0,C,2,1,Miss,4.37281811610993,0,Miss,0,middle_age,2.186409058054965,very_high,1,D,NONE,0,female_1,54.0
0,1,male,,0,0,S,1,1,Mr,3.9318256327243257,1,Mr,1,adult,3.9318256327243257,very_high,1,A,NONE,0,male_1,28.5
0,1,male,40.0,0,0,C,1,0,Don,3.357621598945279,1,Rare,0,middle_age,3.357621598945279,high,0,Unknown,PC,1,male_1,40.0
1,2,male,42.0,0,0,S,1,0,Mr,2.6390573296152584,1,Mr,0,middle_age,2.6390573296152584,medium,0,Unknown,NONE,0,male_2,84.0
0,3,male,28.0,0,0,S,1,0,Mr,2.180891922715322,1,Mr,0,adult,2.180891922715322,low,0,Unknown,NONE,0,male_3,84.0
1,1,female,35.0,1,0,S,2,1,Mrs,3.9908341858524357,0,Mrs,0,adult,1.9954170929262178,very_high,1,C,NONE,0,female_1,35.0
0,3,male,18.0,1,0,S,2,0,Mr,2.0143428636837015,0,Mr,0,teen,1.0071714318418508,low,0,Unknown,NONE,0,male_3,54.0
0,3,male,18.0,0,0,S,1,0,Mr,2.2300144001592104,1,Mr,0,teen,2.2300144001592104,medium,0,Unknown,NONE,0,male_3,54.0
0,3,male,9.0,4,2,S,7,0,Master,3.4777725458882283,0,Master,0,child,0.496824649412604,very_high,0,Unknown,NONE,0,male_3,27.0
0,3,male,36.0,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,0,middle_age,2.1855792552411137,low,0,Unknown,NONE,0,male_3,108.0
0,3,female,2.0,3,2,S,6,0,Miss,3.3638415951183864,0,Miss,0,child,0.5606402658530644,high,0,Unknown,NONE,0,female_3,6.0
0,3,male,25.0,0,0,S,1,0,Mr,2.0856720914304723,1,Mr,0,adult,2.0856720914304723,low,0,Unknown,SOTON/OQ,1,male_3,75.0
0,2,male,54.0,0,0,S,1,0,Mr,3.295836866004329,1,Mr,0,middle_age,3.295836866004329,high,0,Unknown,NONE,0,male_2,108.0
0,3,female,9.0,2,2,S,5,0,Miss,3.5660053559634015,0,Miss,0,child,0.7132010711926803,very_high,0,Unknown,W./C.,1,female_3,27.0
1,1,male,80.0,0,0,S,1,1,Mr,3.4339872044851463,1,Mr,0,senior,3.4339872044851463,high,1,A,NONE,0,male_1,80.0
1,1,female,40.0,0,0,S,1,1,Miss,5.039951348430309,1,Miss,0,middle_age,5.039951348430309,very_high,1,C,PC,1,female_1,40.0
1,1,female,41.0,0,0,C,1,1,Miss,4.908971640319756,1,Miss,0,middle_age,4.908971640319756,very_high,1,E,NONE,0,female_1,41.0
1,2,female,24.0,1,0,S,2,0,Mrs,3.295836866004329,0,Mrs,0,adult,1.6479184330021646,high,0,Unknown,NONE,0,female_2,48.0
0,3,male,22.0,0,0,S,1,0,Mr,2.302585092994046,1,Mr,0,adult,2.302585092994046,medium,0,Unknown,NONE,0,male_3,66.0
1,1,female,17.0,1,0,S,2,1,Mrs,4.060443010546419,0,Mrs,0,teen,2.0302215052732095,very_high,1,B,NONE,0,female_1,17.0
0,3,female,45.0,1,4,S,6,0,Mrs,3.3638415951183864,0,Mrs,0,middle_age,0.5606402658530644,high,0,Unknown,NONE,0,female_3,135.0
0,3,male,20.0,0,0,S,1,0,Mr,2.0856720914304723,1,Mr,0,adult,2.0856720914304723,low,0,Unknown,SOTON/O.Q.,1,male_3,60.0
1,1,female,52.0,1,0,C,2,1,Mrs,4.37281811610993,0,Mrs,0,middle_age,2.186409058054965,very_high,1,D,NONE,0,female_1,52.0
0,3,male,35.0,0,0,S,1,0,Mr,2.0856720914304723,1,Mr,0,adult,2.0856720914304723,low,0,Unknown,SOTON/O.Q.,1,male_3,105.0
0,3,male,30.0,0,0,C,1,0,Mr,2.1076888046179385,1,Mr,0,adult,2.1076888046179385,low,0,Unknown,NONE,0,male_3,90.0
0,3,male,,2,0,C,3,0,Mr,3.1214482048688246,0,Mr,1,adult,1.0404827349562749,high,0,Unknown,NONE,0,male_3,85.5
1,1,male,38.0,1,0,S,2,1,Mr,4.51085950651685,0,Mr,0,middle_age,2.255429753258425,very_high,1,C,NONE,0,male_1,38.0
0,3,female,,1,0,C,2,0,Miss,2.737880811060884,0,Miss,1,adult,1.368940405530442,medium,0,Unknown,NONE,0,female_3,85.5
0,1,male,39.0,0,0,S,1,1,Mr,0.0,1,Mr,0,middle_age,0.0,low,1,A,NONE,0,male_1,39.0
1,1,female,31.0,1,0,C,2,1,Miss,4.738607824217808,0,Miss,0,adult,2.369303912108904,very_high,1,D,NONE,0,female_1,31.0
0,3,male,22.0,0,0,S,1,0,Mr,2.142510233146819,1,Mr,0,adult,2.142510233146819,low,0,Unknown,NONE,0,male_3,66.0
0,3,male,20.0,0,0,S,1,0,Mr,2.188856327665703,1,Mr,0,adult,2.188856327665703,medium,0,Unknown,SOTON/O2,1,male_3,60.0
1,1,female,22.0,0,0,S,1,0,Miss,5.027492411162679,1,Miss,0,adult,5.027492411162679,very_high,0,Unknown,NONE,0,female_1,22.0
1,3,female,26.0,0,0,S,1,0,Miss,2.180891922715322,1,Miss,0,adult,2.180891922715322,low,0,Unknown,NONE,0,female_3,78.0
1,3,female,15.0,0,0,C,1,0,Miss,2.1071782966514356,1,Miss,0,teen,2.1071782966514356,low,0,Unknown,NONE,0,female_3,45.0
0,3,male,32.0,1,0,S,2,0,Mr,2.8243506567983707,0,Mr,0,adult,1.4121753283991854,high,0,Unknown,NONE,0,male_3,96.0
1,1,female,30.0,0,0,S,1,1,Miss,4.471638793363569,1,Miss,0,adult,4.471638793363569,very_high,1,B,NONE,0,female_1,30.0
1,2,female,34.0,0,1,S,2,0,Mrs,3.1780538303479458,0,Mrs,0,adult,1.5890269151739729,high,0,Unknown,NONE,0,female_2,68.0
1,3,female,,0,0,Q,1,0,Miss,2.169053700369523,1,Miss,1,adult,2.169053700369523,low,0,Unknown,NONE,0,female_3,85.5
1,3,male,1.0,1,2,S,4,0,Master,3.0715352369694915,0,Master,0,child,0.7678838092423729,high,0,Unknown,C.A.,1,male_3,3.0
0,2,male,28.0,0,0,S,1,0,Mr,2.6741486494265287,1,Mr,0,adult,2.6741486494265287,medium,0,Unknown,NONE,0,male_2,56.0
1,1,female,30.0,0,0,S,1,1,Miss,4.548599834499697,1,Miss,0,adult,4.548599834499697,very_high,1,B,NONE,0,female_1,30.0
0,3,male,22.0,0,0,S,1,0,Mr,2.1102132003465894,1,Mr,0,adult,2.1102132003465894,low,0,Unknown,A/5,1,male_3,66.0
0,3,female,21.0,2,2,S,5,0,Miss,3.5660053559634015,0,Miss,0,adult,0.7132010711926803,very_high,0,Unknown,W./C.,1,female_3,63.0
0,2,male,36.0,0,0,C,1,1,Mr,2.630088659632498,1,Mr,0,middle_age,2.630088659632498,medium,1,D,SC/Paris,1,male_2,72.0
0,3,male,40.0,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,0,middle_age,2.1855792552411137,low,0,Unknown,NONE,0,male_3,120.0
1,2,male,1.0,0,2,C,3,0,Master,3.637696679934592,0,Master,0,child,1.2125655599781973,very_high,0,Unknown,S.C./PARIS,1,male_2,2.0
0,3,male,40.0,1,1,Q,3,0,Mr,2.803360380906535,0,Mr,0,middle_age,0.9344534603021782,high,0,Unknown,NONE,0,male_3,120.0
0,3,female,28.0,0,0,S,1,0,Miss,2.1855792552411137,1,Miss,0,adult,2.1855792552411137,low,0,Unknown,NONE,0,female_3,84.0
1,2,female,40.0,0,0,S,1,0,Miss,2.6390573296152584,1,Miss,0,middle_age,2.6390573296152584,medium,0,Unknown,NONE,0,female_2,80.0
1,3,female,,0,0,Q,1,0,Miss,2.167143305297764,1,Miss,1,adult,2.167143305297764,low,0,Unknown,NONE,0,female_3,85.5
0,3,male,27.0,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,0,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,81.0
1,1,female,24.0,0,0,C,1,1,Miss,4.432699549165613,1,Miss,0,adult,4.432699549165613,very_high,1,C,NONE,0,female_1,24.0
1,2,female,5.0,1,2,S,4,0,Miss,3.3586377672433594,0,Miss,0,child,0.8396594418108398,high,0,Unknown,C.A.,1,female_2,10.0
0,3,male,34.0,0,0,S,1,0,Mr,2.0143428636837015,1,Mr,0,adult,2.0143428636837015,low,0,Unknown,NONE,0,male_3,102.0
1,1,female,23.0,1,0,C,2,1,Miss,4.738607824217808,0,Miss,0,adult,2.369303912108904,very_high,1,D,NONE,0,female_1,23.0
0,3,male,70.5,0,0,Q,1,0,Mr,2.169053700369523,1,Mr,0,senior,2.169053700369523,low,0,Unknown,NONE,0,male_3,211.5
1,3,female,17.0,4,2,S,7,0,Miss,2.188856327665703,0,Miss,0,teen,0.31269376109510044,medium,0,Unknown,NONE,0,female_3,51.0
1,1,female,16.0,0,1,C,2,1,Miss,4.077184839375167,0,Miss,0,teen,2.0385924196875833,very_high,1,B,NONE,0,female_1,16.0
0,3,male,19.0,0,0,S,1,0,Mr,2.2146605719425225,1,Mr,0,adult,2.2146605719425225,medium,0,Unknown,S.P.,1,male_3,57.0
0,3,male,25.0,0,0,S,1,0,Mr,2.1102132003465894,1,Mr,0,adult,2.1102132003465894,low,0,Unknown,NONE,0,male_3,75.0
0,1,female,25.0,1,2,S,4,2,Mrs,5.027492411162679,0,Mrs,0,adult,1.2568731027906697,very_high,1,C,NONE,0,female_1,25.0
0,1,male,42.0,1,0,S,2,0,Mr,3.970291913552122,0,Mr,0,middle_age,1.985145956776061,very_high,0,Unknown,NONE,0,male_1,42.0
0,3,male,21.0,0,0,S,1,0,Mr,2.188856327665703,1,Mr,0,adult,2.188856327665703,medium,0,Unknown,STON/O,1,male_3,63.0
0,3,male,,0,0,S,1,0,Mr,2.1855792552411137,1,Mr,1,adult,2.1855792552411137,low,0,Unknown,NONE,0,male_3,85.5
0,2,male,,0,0,S,1,0,Mr,0.0,1,Mr,1,adult,0.0,low,0,Unknown,NONE,0,male_2,57.0
1,1,female,15.0,0,1,S,2,1,Miss,5.35817698994543,0,Miss,0,teen,2.679088494972715,very_high,1,B,NONE,0,female_1,15.0
0,3,male,45.0,0,0,S,1,0,Mr,2.076311648670908,1,Mr,0,middle_age,2.076311648670908,low,0,Unknown,NONE,0,male_3,135.0
0,3,male,,1,0,S,2,0,Mr,3.0429354648621407,0,Mr,1,adult,1.5214677324310704,high,0,Unknown,NONE,0,male_3,85.5
1,3,male,25.0,1,0,S,2,0,Mr,2.1719067693519296,0,Mr,0,adult,1.0859533846759648,low,0,Unknown,NONE,0,male_3,75.0
0,1,male,33.0,0,0,S,1,3,Mr,1.791759469228055,1,Mr,0,adult,1.791759469228055,low,1,B,NONE,0,male_1,33.0
1,2,female,28.0,0,0,S,1,0,Miss,2.6390573296152584,1,Miss,0,adult,2.6390573296152584,medium,0,Unknown,NONE,0,female_2,56.0
0,2,male,32.0,2,0,S,3,0,Mr,4.310799125385514,0,Mr,0,adult,1.4369330417951713,very_high,0,Unknown,S.O.C.,1,male_2,64.0
1,1,male,26.0,0,0,C,1,1,Mr,3.4339872044851463,1,Mr,0,adult,3.4339872044851463,high,1,C,NONE,0,male_1,26.0
0,3,male,37.0,2,0,S,3,0,Mr,2.188856327665703,0,Mr,0,middle_age,0.7296187758885676,medium,0,Unknown,NONE,0,male_3,111.0
0,1,female,50.0,0,0,C,1,1,Miss,3.391567832686312,1,Miss,0,middle_age,3.391567832686312,high,1,C,PC,1,female_1,50.0
0,1,male,50.0,1,0,C,2,1,Mr,4.676792929661059,0,Mr,0,middle_age,2.3383964648305295,very_high,1,C,PC,1,male_1,50.0
0,3,female,,0,0,Q,1,0,Miss,2.212386825075897,1,Miss,1,adult,2.212386825075897,medium,0,Unknown,NONE,0,female_3,85.5
0,2,male,34.0,1,0,S,2,0,Mr,3.091042453358316,0,Mr,0,adult,1.545521226679158,high,0,Unknown,NONE,0,male_2,68.0
1,3,female,,0,0,Q,1,0,Miss,2.1837114628556327,1,Miss,1,adult,2.1837114628556327,low,0,Unknown,NONE,0,female_3,85.5
1,1,female,35.0,0,0,C,1,0,Miss,6.240917354759096,1,Miss,0,adult,6.240917354759096,very_high,0,Unknown,PC,1,female_1,35.0
0,3,female,48.0,1,3,S,5,0,Mrs,3.5660053559634015,0,Mrs,0,middle_age,0.7132010711926803,very_high,0,Unknown,W./C.,1,female_3,144.0
0,1,male,47.0,0,0,S,1,1,Mr,3.676300671907076,1,Mr,0,middle_age,3.676300671907076,very_high,1,E,NONE,0,male_1,47.0
1,1,male,,0,0,S,1,0,Mr,3.3160025355989236,1,Mr,1,adult,3.3160025355989236,high,0,Unknown,NONE,0,male_1,28.5
